orden,desde,desde_mes,desde_anio,desde_mes_nombre,vence,estado,situacion_actual,sujeto_obligado,ministerio_orbita,provincia,ingreso,motivo_del_reclamo,resumen,sintesis_de_resolucion,resultado_intimacion,n_expediente,informe_de_cierre
2077,23/01/2023,1,2023,Enero,08/03/2023,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-08240087-   -APN-DNPAIP#AAIP,NA
2078,23/01/2023,1,2023,Enero,08/03/2023,Cerrado,Finalizado,Ministerio de Cultura,Ministerio de Cultura,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-08387189-   -APN-DNPAIP#AAIP,NA
2079,23/01/2023,1,2023,Enero,08/03/2023,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-08244294-   -APN-DNPAIP#AAIP,NA
2080,23/01/2023,1,2023,Enero,08/03/2023,Cerrado,Finalizado,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Extemporáneo,NA,EX-2023-08415941-   -APN-DNPAIP#AAIP,NA
2087,24/01/2023,1,2023,Enero,09/03/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-08995915- -APN-DNPAIP#AAIP,NA
2092,26/01/2023,1,2023,Enero,13/03/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10028261-   -APN-DNPAIP#AAIP,NA
2093,26/01/2023,1,2023,Enero,13/03/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10030104-   -APN-DNPAIP#AAIP,NA
2094,26/01/2023,1,2023,Enero,13/03/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10030562-   -APN-DNPAIP#AAIP,NA
2095,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-10041761-   -APN-DNPAIP#AAIP,NA
2096,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10042350-   -APN-DNPAIP#AAIP,NA
2097,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10141311-   -APN-DNPAIP#AAIP,NA
2098,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10146553-   -APN-DNPAIP#AAIP,NA
2099,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10153522-   -APN-DNPAIP#AAIP,NA
2100,27/01/2023,1,2023,Enero,14/03/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10042090-   -APN-DNPAIP#AAIP,NA
2102,30/01/2023,1,2023,Enero,15/03/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-10835293-   -APN-DNPAIP#AAIP,NA
2105,31/01/2023,1,2023,Enero,16/03/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-11106187-   -APN-DNPAIP#AAIP,NA
2106,31/01/2023,1,2023,Enero,16/03/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-11455147-   -APN-DNPAIP#AAIP,NA
2107,01/02/2023,2,2023,Febrero,17/03/2023,Cerrado,Finalizado,ENRE,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-12004059-   -APN-DNPAIP#AAIP,NA
2110,02/02/2023,2,2023,Febrero,20/03/2023,Cerrado,Finalizado,CNRT,Ministerio de Transporte,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-12475188-   -APN-DNPAIP#AAIP,NA
2112,02/02/2023,2,2023,Febrero,20/03/2023,Cerrado,Finalizado,Ministerio de Desarrollo Territorial y Hábitat,Ministerio de Desarrollo Territorial y Hábitat,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Extemporáneo,NA,EX-2023-12553335-   -APN-DNPAIP#AAIP,NA
2113,03/02/2023,2,2023,Febrero,21/03/2023,Cerrado,Finalizado,Comisión Nacional de Valores (CNV),Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-12821151-   -APN-DNPAIP#AAIP,NA
2114,05/02/2023,2,2023,Febrero,21/03/2023,Cerrado,Finalizado,Administración de Parques Nacionales,Ministerio de Ambiente y Desarrollo Sostenible,Tierra del Fuego,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-13286792-   -APN-DNPAIP#AAIP,NA
2115,05/02/2023,2,2023,Febrero,21/03/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-13310951-   -APN-DNPAIP#AAIP,NA
2116,06/02/2023,2,2023,Febrero,22/03/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Santa Fe,TAD,Silencio,Archivo,NA,NA,EX-2023-13612070-   -APN-DNPAIP#AAIP,NA
2117,07/02/2023,2,2023,Febrero,23/03/2023,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-14672049-   -APN-AAIP,NA
2118,08/02/2023,2,2023,Febrero,27/03/2023,Cerrado,Finalizado,INDEC,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-14706722-   -APN-DNPAIP#AAIP,NA
2119,08/02/2023,2,2023,Febrero,27/03/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-14799279-   -APN-DNPAIP#AAIP,NA
2122,09/02/2023,2,2023,Febrero,28/03/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-15225283-   -APN-DNPAIP#AAIP,NA
2128,13/02/2023,2,2023,Febrero,30/03/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-17423417- -APN-AAIP,NA
2133,15/02/2023,2,2023,Febrero,03/04/2023,Cerrado,Finalizado,Universidad Nacional de Rosario,Universidad,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-17264048-   -APN-DNPAIP#AAIP,NA
2135,16/02/2023,2,2023,Febrero,04/04/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-17524975- -APN-DNPAIP#AAIP,NA
2136,17/02/2023,2,2023,Febrero,05/04/2023,Cerrado,Finalizado,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-18679028- -APN-DNPAIP#AAIP,NA
2137,18/02/2023,2,2023,Febrero,05/04/2023,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-18687172-   -APN-DNPAIP#AAIP,NA
2138,20/02/2023,2,2023,Febrero,10/04/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Intimación,Intimación por silencio,Cumplimiento,EX-2023-18831186- -APN-DNPAIP#AAIP,IF-2023-93572608-APN-DNPAIP#AAIP
2143,22/02/2023,2,2023,Febrero,10/04/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-19550563-   -APN-DNPAIP#AAIP,NA
2145,23/02/2023,2,2023,Febrero,11/04/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Córdoba,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-19916877-   -APN-DNPAIP#AAIP,NA
2146,23/02/2023,2,2023,Febrero,11/04/2023,Cerrado,Finalizado,SEDRONAR,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,No aplica,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-19837071-   -APN-DNPAIP#AAIP,NA
2149,24/02/2023,2,2023,Febrero,12/04/2023,Cerrado,Finalizado,IGJ,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-20652781-   -APN-DNPAIP#AAIP,NA
2150,27/02/2023,2,2023,Febrero,13/04/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-20926445-   -APN-DNPAIP#AAIP,NA
2151,27/02/2023,2,2023,Febrero,13/04/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-20927894-   -APN-DNPAIP#AAIP,NA
2154,28/02/2023,2,2023,Febrero,14/04/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-21462040-   -APN-DNPAIP#AAIP,NA
2155,28/02/2023,2,2023,Febrero,14/04/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Río Negro,TAD,Denegatoria injustificada,Archivo,Acredita respuesta,NA,EX-2023-21462257-   -APN-DNPAIP#AAIP,NA
2156,28/02/2023,2,2023,Febrero,18/04/2023,Cerrado,Finalizado,INDEC,Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-21462468-   -APN-DNPAIP#AAIP,NA
2158,28/02/2023,2,2023,Febrero,14/04/2023,Cerrado,Finalizado,Biblioteca Nacional Doctor Mariano Moreno,NA,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-21676406-   -APN-DNPAIP#AAIP,NA
2160,28/02/2023,2,2023,Febrero,14/04/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Córdoba,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-22051984-   -APN-DNPAIP#AAIP,NA
2169,01/03/2023,3,2023,Marzo,19/04/2023,Cerrado,Finalizado,"Ministerio de las Mujeres, Géneros y Diversidad","Ministerio de las Mujeres, Géneros y Diversidad",Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-22401118-   -APN-DNPAIP#AAIP,NA
2177,06/03/2023,3,2023,Marzo,20/04/2023,Cerrado,Finalizado,INJUVE,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-24143963-   -APN-DNPAIP#AAIP,NA
2185,09/03/2023,3,2023,Marzo,25/04/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-26246609-   -APN-DNPAIP#AAIP,NA
2186,09/03/2023,3,2023,Marzo,25/04/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-26247331-   -APN-DNPAIP#AAIP,NA
2188,10/03/2023,3,2023,Marzo,26/04/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-26659940-   -APN-AAIP,NA
2189,12/03/2023,3,2023,Marzo,27/04/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-26982988-   -APN-DNPAIP#AAIP,NA
2190,12/03/2023,3,2023,Marzo,27/04/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-26983521-   -APN-DNPAIP#AAIP,NA
2191,13/03/2023,3,2023,Marzo,27/04/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-27332699-   -APN-DNPAIP#AAIP,NA
2193,13/03/2023,3,2023,Marzo,27/04/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-27479895-   -APN-DNPAIP#AAIP,NA
2198,13/03/2023,3,2023,Marzo,27/04/2023,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-27544090-   -APN-DNPAIP#AAIP,NA
2199,14/03/2023,3,2023,Marzo,28/04/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-27971391-   -APN-DNPAIP#AAIP,NA
2201,14/03/2023,3,2023,Marzo,28/04/2023,Cerrado,Finalizado,Universidad Nacional de Rosario,Universidad,Santa Fe,TAD,No aplica,No corresponde,No es SIP,NA,EX-2023-28103785-   -APN-DNPAIP#AAIP,NA
2203,15/03/2023,3,2023,Marzo,02/05/2023,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,No aplica,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-28338691-   -APN-DNPAIP#AAIP,NA
2204,15/03/2023,3,2023,Marzo,02/05/2023,Cerrado,Informe de cierre,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Intimación,Decreto 206/2017,Cumplimiento,EX-2023-28544072-   -APN-DNPAIP#AAIP,IF-2023-74638716-APN-DNPAIP#AAIP
2206,15/03/2023,3,2023,Marzo,02/05/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-28759739- -APN-DNPAIP#AAIP,NA
2211,16/03/2023,3,2023,Marzo,03/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-28973293-   -APN-DNPAIP#AAIP,NA
2214,17/03/2023,3,2023,Marzo,04/05/2023,Cerrado,Finalizado,INDEC,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-29752569-   -APN-DNPAIP#AAIP,NA
2215,17/03/2023,3,2023,Marzo,04/05/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-29917946-   -APN-DNPAIP#AAIP,NA
2216,19/03/2023,3,2023,Marzo,05/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-30155606-   -APN-DNPAIP#AAIP,NA
2218,20/03/2023,3,2023,Marzo,05/05/2023,Cerrado,Finalizado,INIDEP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-30726548-   -APN-DNPAIP#AAIP,NA
2208,21/03/2023,3,2023,Marzo,08/05/2023,Cerrado,Finalizado,ANAC,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-31232796-   -APN-DNPAIP#AAIP,NA
2220,22/03/2023,3,2023,Marzo,09/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Territorial y Hábitat,Ministerio de Desarrollo Territorial y Hábitat,Ciudad Autónoma de Buenos Aires,E-MAIL,No aplica,Rechazo,Rechazo,NA,EX-2023-31876821-   -APN-AAIP,NA
2222,23/03/2023,3,2023,Marzo,10/05/2023,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-32229878-   -APN-DNPAIP#AAIP,NA
2223,23/03/2023,3,2023,Marzo,10/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Santa Fe,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-32413633-   -APN-DNPAIP#AAIP,NA
2227,27/03/2023,3,2023,Marzo,11/05/2023,Cerrado,Finalizado,Instituto Nacional de Semillas - INASE,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-33208669-   -APN-DNPAIP#AAIP,NA
2230,28/03/2023,3,2023,Marzo,12/05/2023,Cerrado,Finalizado,CONICET,"Ministerio de Ciencia, Tecnología e Innovación",Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-34166099-   -APN-DNPAIP#AAIP,NA
2236,28/03/2023,3,2023,Marzo,12/05/2023,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-35738712-   -APN-AAIP,NA
2231,29/03/2023,3,2023,Marzo,15/05/2023,Cerrado,Finalizado,Instituto Nacional de Semillas - INASE,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-34470639-   -APN-DNPAIP#AAIP,NA
2233,29/03/2023,3,2023,Marzo,15/05/2023,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-34644743-   -APN-DNPAIP#AAIP,NA
2248,29/03/2023,3,2023,Marzo,15/05/2023,Cerrado,Finalizado,ENOHSA,Ministerio de Obras Públicas,Entre Ríos,TAD,Denegatoria injustificada,Rechazo,Extemporáneo,NA,EX-2023-37676981-   -APN-AAIP,NA
2235,30/03/2023,3,2023,Marzo,16/05/2023,Cerrado,Finalizado,ARSAT,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-34794688-   -APN-DNPAIP#AAIP,NA
2237,30/03/2023,3,2023,Marzo,16/05/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Córdoba,TAD,Denegatoria injustificada,Intimación,Intimación por silencio,Incumplimiento,EX-2023-34807301-   -APN-DNPAIP#AAIP,IF-2023-74637940-APN-DNPAIP#AAIP
2241,31/03/2023,3,2023,Marzo,17/05/2023,Cerrado,Finalizado,Casa de Moneda S.A.,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Archivo,NA,NA,EX-2023-35829292-   -APN-DNPAIP#AAIP,NA
2242,04/04/2023,4,2023,Abril,19/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Acredita respuesta,NA,EX-2023-37688446- -APN-AAIP,NA
2245,04/04/2023,4,2023,Abril,19/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-37308551-   -APN-DNPAIP#AAIP,NA
2246,04/04/2023,4,2023,Abril,19/05/2023,Cerrado,Finalizado,Universidad Nacional de Rio Negro,Universidad,Córdoba,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-37205776-   -APN-AAIP,NA
2254,11/04/2023,4,2023,Abril,24/05/2023,Cerrado,Finalizado,Aerolineas Argentinas S.A.,Ministerio de Transporte,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-38928282-   -APN-DNPAIP#AAIP,NA
2255,11/04/2023,4,2023,Abril,24/05/2023,Cerrado,Finalizado,Ministerio del Interior,Ministerio del Interior,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-38934594-   -APN-DNPAIP#AAIP,NA
2259,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-39518044-   -APN-DNPAIP#AAIP,NA
2260,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,ENOHSA,Ministerio de Obras Públicas,Entre Ríos,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-39765374-   -APN-DNPAIP#AAIP,NA
2262,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Chaco,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-39945707-   -APN-DNPAIP#AAIP,NA
2264,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40034288-   -APN-DNPAIP#AAIP,NA
2265,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-40088786-   -APN-DNPAIP#AAIP,NA
2266,12/04/2023,4,2023,Abril,29/05/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40038770-   -APN-DNPAIP#AAIP,EX-2023-10422635- -APN-DNPAIP#AAIP
2269,13/04/2023,4,2023,Abril,30/05/2023,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40501715-   -APN-DNPAIP#AAIP,NA
2270,13/04/2023,4,2023,Abril,30/05/2023,Cerrado,Finalizado,ANMAC,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40518977-   -APN-DNPAIP#AAIP,NA
2271,13/04/2023,4,2023,Abril,30/05/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40438632-   -APN-DNPAIP#AAIP,NA
2274,13/04/2023,4,2023,Abril,30/05/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Intimación,Intimación por silencio,Incumplimiento,EX-2023-40724616-   -APN-DNPAIP#AAIP,IF-2023-140496261-APN-DNPAIP#AAIP
2275,13/04/2023,4,2023,Abril,30/05/2023,Cerrado,Finalizado,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40762591-   -APN-DNPAIP#AAIP,NA
2276,14/04/2023,4,2023,Abril,31/05/2023,Cerrado,Finalizado,ORSNA,Ministerio de Transporte,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-40955768-   -APN-DNPAIP#AAIP,NA
2279,14/04/2023,4,2023,Abril,31/05/2023,Cerrado,Finalizado,YPF Luz,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Intimación,Decreto 206/2017,Cumplimiento,EX-2023-41371595-   -APN-DNPAIP#AAIP,IF-2023-142730754-APN-DNPAIP#AAIP
2281,16/04/2023,4,2023,Abril,01/06/2023,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-41675558-   -APN-DNPAIP#AAIP,NA
2284,17/04/2023,4,2023,Abril,01/06/2023,Cerrado,Informe de archivo,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-42078650-   -APN-DNPAIP#AAIP,NA
